period,sectorId,sector-name,fuelId,fuel-name,stateId,state-name,value,value-units
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,PA,Pennsylvania,74.29343,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,PA,Pennsylvania,48.392759,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,PA,Pennsylvania,0.247723,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,PA,Pennsylvania,25.652949,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,KS,Kansas,23.291736,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,KS,Kansas,1.646765,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,KS,Kansas,0.096734,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,KS,Kansas,21.548237,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,TX,Texas,186.185637,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,TX,Texas,97.199734,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,TX,Texas,0.243891,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,TX,Texas,88.742013,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,MD,Maryland,10.491933,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,MD,Maryland,5.319434,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,MD,Maryland,0.143441,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,MD,Maryland,5.029058,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,RI,Rhode Island,2.778722,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,RI,Rhode Island,2.737626,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,RI,Rhode Island,0.041096,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,RI,Rhode Island,0.0,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,UT,Utah,26.539907,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,UT,Utah,4.43355,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,UT,Utah,0.023709,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,UT,Utah,22.082647,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,VT,Vermont,0.005357,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,VT,Vermont,0.000449,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,VT,Vermont,0.004908,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,VT,Vermont,0.0,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,NJ,New Jersey,14.363799,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,NJ,New Jersey,13.706596,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,NJ,New Jersey,0.063264,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,NJ,New Jersey,0.593938,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,OR,Oregon,7.412073,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,OR,Oregon,7.410983,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.00109,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,NV,Nevada,13.287955,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,TN,Tennessee,23.651994,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,TN,Tennessee,6.52012,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,TN,Tennessee,0.154937,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,TN,Tennessee,16.976937,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,NV,Nevada,10.313484,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,NV,Nevada,0.008161,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,NV,Nevada,2.96631,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,ID,Idaho,1.769249,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,ID,Idaho,1.769218,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,ID,Idaho,3.1e-05,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,ID,Idaho,0.0,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,FL,Florida,92.725765,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,FL,Florida,75.366168,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,FL,Florida,1.316688,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,FL,Florida,16.042909,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,CA,California,35.375168,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,CA,California,35.350171,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,CA,California,0.024997,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,CA,California,0.0,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,CO,Colorado,29.164897,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,CO,Colorado,7.134276,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,CO,Colorado,0.028406,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,CO,Colorado,22.002215,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,AZ,Arizona,32.671634,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,AZ,Arizona,18.463235,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,AZ,Arizona,0.026649,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,AZ,Arizona,14.18175,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,IA,Iowa,20.564822,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,IA,Iowa,2.886881,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,IA,Iowa,0.09946,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,IA,Iowa,17.57848,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,MA,Massachusetts,6.803286,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,MA,Massachusetts,6.289834,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,MA,Massachusetts,0.513452,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,MA,Massachusetts,0.0,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,AL,Alabama,50.157258,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,AL,Alabama,24.783322,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,AL,Alabama,0.031113,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,AL,Alabama,25.342823,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,AR,Arkansas,30.312196,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,AR,Arkansas,10.283824,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,AR,Arkansas,0.049136,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,AR,Arkansas,19.979237,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,NE,Nebraska,20.530128,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,NE,Nebraska,0.708429,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,NE,Nebraska,0.035133,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,NE,Nebraska,19.786566,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,NY,New York,27.156012,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,NY,New York,25.932198,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,NY,New York,1.223815,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,NY,New York,0.0,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,NH,New Hampshire,2.39452,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,NH,New Hampshire,1.746665,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,NH,New Hampshire,0.277681,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,NH,New Hampshire,0.370175,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,AK,Alaska,2.847137,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,AK,Alaska,1.42057,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,AK,Alaska,0.343522,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,AK,Alaska,1.083045,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,VA,Virginia,22.927012,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,VA,Virginia,19.213337,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,VA,Virginia,0.474202,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,VA,Virginia,3.239473,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,MT,Montana,13.328051,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,MT,Montana,0.426935,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,MT,Montana,0.755769,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,MT,Montana,12.145347,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,NM,New Mexico,17.991144,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,NM,New Mexico,4.891854,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,NM,New Mexico,0.016268,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,NM,New Mexico,13.083022,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WA,Washington,9.47084,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WA,Washington,5.544089,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WA,Washington,0.019788,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,CO,Coal,WA,Washington,3.906963,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,TO,All Fuels,OH,Ohio,71.02969,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,OH,Ohio,26.641853,million metric tons of CO2
2022,EC,Electric Power carbon dioxide emissions,PE,Petroleum,OH,Ohio,1.566177,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,CO,Coal,OH,Ohio,45.124805,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WY,Wyoming,34.082668,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.441736,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WY,Wyoming,0.04584,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,CO,Coal,WY,Wyoming,33.595092,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,TO,All Fuels,US,United States,1541.446323,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,US,United States,613.770224,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,PE,Petroleum,US,United States,17.710099,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,CO,Coal,US,United States,909.966,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,TO,All Fuels,OK,Oklahoma,26.74001,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,OK,Oklahoma,14.434967,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,PE,Petroleum,OK,Oklahoma,0.028291,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,CO,Coal,OK,Oklahoma,12.276753,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,35.002286,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,8.200214,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,0.410676,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,CO,Coal,WI,Wisconsin,26.391396,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,TO,All Fuels,MO,Missouri,60.208372,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,MO,Missouri,2.969771,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,PE,Petroleum,MO,Missouri,0.206275,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,CO,Coal,MO,Missouri,57.032325,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,TO,All Fuels,ND,North Dakota,27.366146,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,ND,North Dakota,0.811091,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,PE,Petroleum,ND,North Dakota,0.028887,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,CO,Coal,ND,North Dakota,26.526168,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WV,West Virginia,58.965994,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WV,West Virginia,1.107963,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WV,West Virginia,0.128622,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,CO,Coal,WV,West Virginia,57.729409,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,TO,All Fuels,MS,Mississippi,25.194129,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,MS,Mississippi,19.22451,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,PE,Petroleum,MS,Mississippi,0.005023,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,CO,Coal,MS,Mississippi,5.964596,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,TO,All Fuels,NC,North Carolina,40.13112,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,NC,North Carolina,19.74057,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,PE,Petroleum,NC,North Carolina,0.153111,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,CO,Coal,NC,North Carolina,20.237439,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,TO,All Fuels,MN,Minnesota,21.210813,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,MN,Minnesota,5.376469,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,PE,Petroleum,MN,Minnesota,0.091353,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,CO,Coal,MN,Minnesota,15.742992,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,TO,All Fuels,IL,Illinois,52.431092,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,IL,Illinois,9.266382,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,PE,Petroleum,IL,Illinois,0.047742,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,CO,Coal,IL,Illinois,43.116968,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,TO,All Fuels,CT,Connecticut,9.228715,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,CT,Connecticut,8.903296,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,PE,Petroleum,CT,Connecticut,0.049522,million metric tons of CO2
2021,EC,Electric Power carbon dioxide emissions,CO,Coal,CT,Connecticut,0.275897,million metric tons of CO2
